Apple [ˈæpəl] - Яблоко
Waterfall Model [ˈwɔːtərfɔːl ˈmɒdl] - Модель "Водопад"
Agile Manifesto [ˈædʒaɪl ˌmænɪˈfɛstoʊ] - Манифест гибких методов разработки (Agile Manifesto)
MVP (Minimum Viable Product) [ˈmɪnɪməm ˈvaɪəbl ˈprɒdʌkt] - Минимально жизнеспособный продукт (MVP)
User Story [ˈjuːzər ˈstɔːri] - Пользовательская история (User Story)
Epic [ˈɛpɪk] - Эпик (значительный кусок работы)
Sprint [sprɪnt] - Спринт
Burn-Down Chart [bɜːrn daʊn ʧɑːrt] - Диаграмма сгорания (Burn-Down Chart)
Product Backlog [ˈprɒdʌkt ˈbæklɔɡ] - Бэклог продукта (Product Backlog)
Scrum Master [skrʌm ˈmæstər] - Скрам-мастер (ведущий Scrum-процесса)
Product Owner [ˈprɒdʌkt ˈoʊnər] - Владелец продукта (Product Owner)
Retrospective [ˌrɛtrəˈspɛktɪv] - Ретроспектива (ретроспективное собрание)
Kanban Board [ˈkɑːnbæn bɔːrd] - Канбан-доска
WIP (Work in Progress) [wɜːrk ɪn ˈproʊɡrɛs] - Работа в процессе (WIP)
Code Review [koʊd rɪˈvjuː] - Ревью кода (Code Review)
Pair Review [pɛr rɪˈvjuː] - Ревью вдвоем (Pair Review)
Continuous Improvement [kənˈtɪnjuəs ɪmˈpruːvmənt] - Непрерывное улучшение
Sprint Planning [sprɪnt ˈplænɪŋ] - Планирование спринта
Sprint Review [sprɪnt rɪˈvjuː] - Обзор спринта
Sprint Retrospective [sprɪnt ˌrɛtrəˈspɛktɪv] - Ретроспектива спринта
Definition of Done (DoD) [ˌdɛfɪˈnɪʃən əv dʌn] - Определение завершенности (DoD)
User Persona [ˈjuːzər pɜːrˈsoʊnə] - Пользовательская персона (User Persona)
Wireframe [ˈwaɪərfreɪm] - Схематическое изображение (Wireframe)
Prototype [ˈproʊtətaɪp] - Прототип
Usability [ˌjuːzəˈbɪləti] - Удобство использования (Usability)
A/B Testing [eɪ biː ˈtɛstɪŋ] - A/B-тестирование
Analytics [ænəˈlɪtɪks] - Аналитика
Conversion Rate [kənˈvɜːrʒən reɪt] - Конверсионная ставка (Conversion Rate)
User Engagement [ˈjuːzər ɪnˈɡeɪdʒmənt] - Вовлеченность пользователя (User Engagement)
Click-Through Rate (CTR) [klɪk θruː raɪt] - Коэффициент кликабельности (CTR)
Bounce Rate [baʊns reɪt] - Отказы (Bounce Rate)
Heatmap [ˈhiːtˌmæp] - Тепловая карта (Heatmap)
Funnel [ˈfʌnl] - Воронка продаж (Funnel)
Churn Rate [ʧɜːrn reɪt] - Коэффициент оттока (Churn Rate)
User Flow [ˈjuːzər floʊ] - Путь пользователя (User Flow)
KPI (Key Performance Indicator) [keɪ piː ˈaɪ] - Ключевой показатель эффективности (KPI)
ROI (Return on Investment) [ˌrɔɪ ˌɑːn ɒn ɪnˈvɛstmənt] - Окупаемость инвестиций (ROI)
SEO (Search Engine Optimization) [ˌɛs iː ˈoʊ] - Оптимизация под поисковые системы (SEO)
SEM (Search Engine Marketing) [ˌɛs iː ˈɛm] - Маркетинг в поисковых системах (SEM)
CTA (Call to Action) [kɔːl tuː ˈækʃən] - Призыв к действию (CTA)
Organic Traffic [ɔrˈɡænɪk ˈtræfɪk] - Органический трафик (Organic Traffic)
Paid Traffic [peɪd ˈtræfɪk] - Платный трафик (Paid Traffic)
Social Media Marketing [ˈsoʊʃəl ˈmidiə ˈmɑːrkɪtɪŋ] - Маркетинг в социальных сетях (SMM)
Content Marketing [ˈkɒntɛnt ˈmɑːrkɪtɪŋ] - Контент-маркетинг
Email Marketing [ˈiːmeɪl ˈmɑːrkɪtɪŋ] - Электронный маркетинг (Email Marketing)
Influencer Marketing [ˈɪnfluənsər ˈmɑːrkɪtɪŋ] - Маркетинг с помощью влиятельных лиц (Influencer Marketing)
Retargeting [riːˈtɑːrɡɪtɪŋ] - Ретаргетинг
AIDA (Attention, Interest, Desire, Action) [ˈeɪdə] - Модель AIDA (Внимание, Интерес, Желание, Действие)
Customer Segmentation [ˈkʌstəmər ˌsɛɡmɛnˈteɪʃən] - Сегментация клиентов (Customer Segmentation)
Customer Persona [ˈkʌstəmər pɜːrˈsoʊnə] - Портрет клиента (Customer Persona)
CRM (Customer Relationship Management) [ˌkʌstəmər rɪˈleɪʃənʃɪp ˈmænɪdʒmənt] - Управление взаимоотношениями с клиентами (CRM)
ROI (Return on Investment) [ˌrɔɪ ˌɑːn ɒn ɪnˈvɛstmənt] - Окупаемость инвестиций (ROI)
Conversion Funnel [kənˈvɜːrʒən ˈfʌnl] - Воронка продаж (Conversion Funnel)
Lead Generation [liːd ˌʤɛnəˈreɪʃən] - Генерация лидов (Lead Generation)
Churn Rate [ʧɜːrn reɪt] - Коэффициент оттока (Churn Rate)
Customer Acquisition Cost (CAC) [ˈkʌstəmər ˌækwɪˈzɪʃən kɒst] - Стоимость привлечения клиента (CAC)
Customer Lifetime Value (CLTV) [ˈkʌstəmər ˈlaɪftaɪm ˈvæljuː] - Жизненная стоимость клиента (CLTV)
NPS (Net Promoter Score) [nɛt ˈprəʊmət skɔːr] - NPS (Net Promoter Score)
UX (User Experience) [ˌjuː ˌɛks] - Пользовательский опыт (UX)
UI (User Interface) [ˌjuː ˌaɪ] - Пользовательский интерфейс (UI)
Wireframe [ˈwaɪərfreɪm] - Схематическое изображение (Wireframe)
Prototype [ˈproʊtətaɪp] - Прототип
Information Architecture [ˌɪnfərˈmeɪʃən ˌɑːrkɪˈtɛkʧər] - Информационная архитектура
Usability Testing [ˌjuːzəˈbɪləti ˈtɛstɪŋ] - Тестирование на удобство использования
Accessibility [əkˌsɛsəˈbɪləti] - Доступность (Accessibility)
Responsive Design [rɪˈspɒnsɪv dɪˈzaɪn] - Адаптивный дизайн (Responsive Design)
A/B Testing [eɪ biː ˈtɛstɪŋ] - A/B-тестирование
Heatmap [ˈhiːtˌmæp] - Тепловая карта (Heatmap)
Click-Through Rate (CTR) [klɪk θruː raɪt] - Коэффициент кликабельности (CTR)
Conversion Rate Optimization (CRO) [kənˈvɜːrʒən reɪt ˌɒptɪmɪˈzeɪʃən] - Оптимизация конверсионной ставки (CRO)
SEO (Search Engine Optimization) [ˌɛs iː ˈoʊ] - Оптимизация под поисковые системы (SEO)
SEM (Search Engine Marketing) [ˌɛs iː ˈɛm] - Маркетинг в поисковых системах (SEM)
Content Marketing [ˈkɒntɛnt ˈmɑːrkɪtɪŋ] - Контент-маркетинг
Email Marketing [ˈiːmeɪl ˈmɑːrkɪtɪŋ] - Электронный маркетинг (Email Marketing)
Influencer Marketing [ˈɪnfluənsər ˈmɑːrkɪtɪŋ] - Маркетинг с помощью влиятельных лиц (Influencer Marketing)
Social Media Marketing [ˈsoʊʃəl ˈmidiə ˈmɑːrkɪtɪŋ] - Маркетинг в социальных сетях (SMM)
Paid Advertising [peɪd ˈædvərˌtaɪzɪŋ] - Платная реклама (Paid Advertising)
Native Advertising [ˈneɪtɪv ˈædvərˌtaɪzɪŋ] - Нативная реклама (Native Advertising)
Display Advertising [dɪsˈpleɪ ədˈvɜːrˌtaɪzɪŋ] - Дисплейная реклама (Display Advertising)
Remarketing [riːˈmɑːrkɪtɪŋ] - Ремаркетинг
Social Proof [ˈsoʊʃəl pruːf] - Социальное доказательство (Social Proof)
Landing Page [ˈlændɪŋ peɪdʒ] - Целевая страница (Landing Page)
Call to Action (CTA) [kɔːl tuː ˈækʃən] - Призыв к действию (CTA)
Conversion Rate [kənˈvɜːrʒən reɪt] - Конверсионная ставка (Conversion Rate)
Bounce Rate [baʊns reɪt] - Отказы (Bounce Rate)
Customer Feedback [ˈkʌstəmər ˈfidˌbæk] - Обратная связь клиента (Customer Feedback)
Customer Support [ˈkʌstəmər səˈpɔːrt] - Поддержка клиентов (Customer Support)
Chatbot [ˈʧætˌbɒt] - Чат-бот (Chatbot)
Customer Service [ˈkʌstəmər ˈsɜːrvɪs] - Обслуживание клиентов (Customer Service)
Ticket System [ˈtɪkɪt ˌsɪstəm] - Система заявок (Ticket System)
